Epoch,Train Loss,Recall@5,MRR5,Best Epoch for Recall@5,Best Epoch for MRR5,Train Loss,Recall@10,MRR10,Best Epoch for Recall@10,Best Epoch for MRR10,Train Loss,Recall@20,MRR20,Best Epoch for Recall@20,Best Epoch for MRR20
0,"tensor(86041.4453, device='cuda:0', grad_fn=<AddBackward0>)",10.480533926585094,6.2324990730441225,0,0,"tensor(86041.4453, device='cuda:0', grad_fn=<AddBackward0>)",14.982202447163514,6.833240196338082,0,0,"tensor(86041.4453, device='cuda:0', grad_fn=<AddBackward0>)",19.839822024471633,7.169530040651548,0,0
1,"tensor(77111.4844, device='cuda:0', grad_fn=<AddBackward0>)",11.382647385984427,6.673081201334817,1,1,"tensor(77111.4844, device='cuda:0', grad_fn=<AddBackward0>)",16.06117908787542,7.293607977117434,1,1,"tensor(77111.4844, device='cuda:0', grad_fn=<AddBackward0>)",21.134593993325918,7.644893857375217,1,1
2,"tensor(75010.5312, device='cuda:0', grad_fn=<AddBackward0>)",11.581757508342601,6.75027808676307,2,2,"tensor(75010.5312, device='cuda:0', grad_fn=<AddBackward0>)",16.36262513904338,7.38521284672564,2,2,"tensor(75010.5312, device='cuda:0', grad_fn=<AddBackward0>)",21.699666295884317,7.752573783217051,2,2
3,"tensor(73887.2500, device='cuda:0', grad_fn=<AddBackward0>)",11.840934371523916,6.857285873192436,3,3,"tensor(73887.2500, device='cuda:0', grad_fn=<AddBackward0>)",16.593993325917687,7.488509719794482,3,3,"tensor(73887.2500, device='cuda:0', grad_fn=<AddBackward0>)",21.92324805339266,7.853618624055289,3,3
4,"tensor(73071.1562, device='cuda:0', grad_fn=<AddBackward0>)",11.816462736373749,6.86459028550241,3,4,"tensor(73071.1562, device='cuda:0', grad_fn=<AddBackward0>)",16.596218020022246,7.499382470822962,4,4,"tensor(73071.1562, device='cuda:0', grad_fn=<AddBackward0>)",22.0678531701891,7.875951638060465,4,4
5,"tensor(72536.6719, device='cuda:0', grad_fn=<AddBackward0>)",11.915461624026696,6.92871709306637,5,5,"tensor(72536.6719, device='cuda:0', grad_fn=<AddBackward0>)",16.763070077864295,7.57119903949715,5,5,"tensor(72536.6719, device='cuda:0', grad_fn=<AddBackward0>)",22.22246941045606,7.947159476370209,5,5
6,"tensor(72126.5547, device='cuda:0', grad_fn=<AddBackward0>)",12.03781979977753,6.981738969225064,6,6,"tensor(72126.5547, device='cuda:0', grad_fn=<AddBackward0>)",16.81201334816463,7.615111587831276,6,6,"tensor(72126.5547, device='cuda:0', grad_fn=<AddBackward0>)",22.314794215795327,7.99261792376476,6,6
7,"tensor(71732.2422, device='cuda:0', grad_fn=<AddBackward0>)",11.984427141268075,6.969744160177975,6,6,"tensor(71732.2422, device='cuda:0', grad_fn=<AddBackward0>)",16.800889877641826,7.6114858661299145,6,6,"tensor(71732.2422, device='cuda:0', grad_fn=<AddBackward0>)",22.35372636262514,7.995258394935238,7,7
8,"tensor(71425.5234, device='cuda:0', grad_fn=<AddBackward0>)",12.064516129032258,7.025899147200593,8,8,"tensor(71425.5234, device='cuda:0', grad_fn=<AddBackward0>)",16.885428253615128,7.666754948178752,8,8,"tensor(71425.5234, device='cuda:0', grad_fn=<AddBackward0>)",22.451612903225808,8.054301675458483,8,8
9,"tensor(71268.5234, device='cuda:0', grad_fn=<AddBackward0>)",12.14571746384872,7.05817575083426,9,9,"tensor(71268.5234, device='cuda:0', grad_fn=<AddBackward0>)",17.00444938820912,7.702232639440649,9,9,"tensor(71268.5234, device='cuda:0', grad_fn=<AddBackward0>)",22.632925472747498,8.08927729890108,9,9
10,"tensor(71035.8438, device='cuda:0', grad_fn=<AddBackward0>)",12.195773081201335,7.108268446421951,10,10,"tensor(71035.8438, device='cuda:0', grad_fn=<AddBackward0>)",17.02669632925473,7.749067305824815,10,10,"tensor(71035.8438, device='cuda:0', grad_fn=<AddBackward0>)",22.50055617352614,8.126115366726665,9,10
