Epoch,Train Loss,Recall@5,MRR5,Best Epoch for Recall@5,Best Epoch for MRR5,Train Loss,Recall@10,MRR10,Best Epoch for Recall@10,Best Epoch for MRR10,Train Loss,Recall@20,MRR20,Best Epoch for Recall@20,Best Epoch for MRR20
0,"tensor(44299.5664, device='cuda:0', grad_fn=<AddBackward0>)",24.67816091954023,13.69753694581281,0,0,"tensor(44299.5664, device='cuda:0', grad_fn=<AddBackward0>)",35.9688013136289,15.184692574347745,0,0,"tensor(44299.5664, device='cuda:0', grad_fn=<AddBackward0>)",49.13628899835796,16.092981887397883,0,0
1,"tensor(41178.1211, device='cuda:0', grad_fn=<AddBackward0>)",25.722495894909684,14.283497536945813,1,1,"tensor(41178.1211, device='cuda:0', grad_fn=<AddBackward0>)",37.152709359605915,15.792808272734382,1,1,"tensor(41178.1211, device='cuda:0', grad_fn=<AddBackward0>)",50.36781609195402,16.706621897366762,1,1
2,"tensor(40430.8086, device='cuda:0', grad_fn=<AddBackward0>)",26.052545155993435,14.541242474001095,2,2,"tensor(40430.8086, device='cuda:0', grad_fn=<AddBackward0>)",37.76026272577997,16.093002450022155,2,2,"tensor(40430.8086, device='cuda:0', grad_fn=<AddBackward0>)",51.16748768472906,17.02082283790427,2,2
3,"tensor(40006.9336, device='cuda:0', grad_fn=<AddBackward0>)",26.561576354679804,14.780377668308702,3,3,"tensor(40006.9336, device='cuda:0', grad_fn=<AddBackward0>)",38.20197044334975,16.319259389579585,3,3,"tensor(40006.9336, device='cuda:0', grad_fn=<AddBackward0>)",51.748768472906406,17.249891032559102,3,3
4,"tensor(39718.0273, device='cuda:0', grad_fn=<AddBackward0>)",26.551724137931032,14.809688013136292,3,4,"tensor(39718.0273, device='cuda:0', grad_fn=<AddBackward0>)",38.21510673234811,16.35399757604191,4,4,"tensor(39718.0273, device='cuda:0', grad_fn=<AddBackward0>)",51.71592775041051,17.2862946928786,3,4
5,"tensor(39466.9766, device='cuda:0', grad_fn=<AddBackward0>)",26.80295566502463,14.980596606458677,5,5,"tensor(39466.9766, device='cuda:0', grad_fn=<AddBackward0>)",38.5303776683087,16.530574452003023,5,5,"tensor(39466.9766, device='cuda:0', grad_fn=<AddBackward0>)",52.17898193760263,17.470840916876583,5,5
6,"tensor(39260.1055, device='cuda:0', grad_fn=<AddBackward0>)",26.8440065681445,14.980788177339901,6,6,"tensor(39260.1055, device='cuda:0', grad_fn=<AddBackward0>)",38.556650246305416,16.530192613443845,6,5,"tensor(39260.1055, device='cuda:0', grad_fn=<AddBackward0>)",52.197044334975374,17.473469650200084,6,6
7,"tensor(39110.6602, device='cuda:0', grad_fn=<AddBackward0>)",26.916256157635466,15.087383689107828,7,7,"tensor(39110.6602, device='cuda:0', grad_fn=<AddBackward0>)",38.78817733990147,16.65668738759872,7,7,"tensor(39110.6602, device='cuda:0', grad_fn=<AddBackward0>)",52.4055829228243,17.594748980300082,7,7
8,"tensor(38977.7070, device='cuda:0', grad_fn=<AddBackward0>)",27.03776683087028,15.096387520525454,8,8,"tensor(38977.7070, device='cuda:0', grad_fn=<AddBackward0>)",38.822660098522164,16.653106185002734,8,7,"tensor(38977.7070, device='cuda:0', grad_fn=<AddBackward0>)",52.476190476190474,17.593196866386176,8,7
9,"tensor(38856.9805, device='cuda:0', grad_fn=<AddBackward0>)",26.95402298850575,15.115134099616856,8,9,"tensor(38856.9805, device='cuda:0', grad_fn=<AddBackward0>)",38.73070607553366,16.675347955274063,8,9,"tensor(38856.9805, device='cuda:0', grad_fn=<AddBackward0>)",52.31691297208538,17.61536404504366,8,9
